"fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","year","month","day","dayofweek","hour","timeofday","dist"
7,-73.966,40.76228,-73.953332,40.76694,1,2013,8,30,6,13,"Mid-Day",1.18606127143676
9.5,-73.962908,40.772632,-73.97127,40.785247,1,2014,5,7,4,14,"Evening",1.56951336186106
4.5,-73.982615,40.75219,-73.990012,40.756947,5,2009,8,23,1,0,"Night",0.817311299512454
25.7,-73.78202,40.644542,-73.898392,40.64528,1,2012,8,11,7,23,"Night",9.81869093472763
13,-73.964667,40.769792,-73.972667,40.79246,1,2012,12,14,6,15,"Evening",2.60901719092337
7.5,-73.999885,40.726812,-74.00429,40.740555,3,2013,2,9,7,14,"Evening",1.57257923767252
6.5,-73.969325,40.757832,-73.956583,40.775402,4,2013,3,17,1,0,"Night",2.22899839250588
15,-73.97736,40.779475,-73.993815,40.742472,5,2014,10,24,6,12,"Mid-Day",4.34168158611647
10.9,-73.891643,40.747283,-73.843912,40.721225,1,2009,3,22,1,8,"Morning",4.95676990667318
3.7,-73.961363,40.760403,-73.96136,40.765867,1,2010,12,7,3,18,"Night",0.607569131721882
57.33,-73.951435,40.769914,-73.782623,40.648778,1,2013,3,19,3,18,"Night",19.5932737649375
8.2,-73.987687,40.719869,-74.004588,40.740683,1,2009,1,14,4,1,"Night",2.71746423329718
3.7,-73.951208,40.770272,-73.952936,40.775815,1,2009,11,8,1,18,"Night",0.633297147738866
5.3,-73.995757,40.687416,-73.995591,40.695731,1,2012,1,12,5,12,"Mid-Day",0.924691737060083
9.3,-73.988874,40.731465,-73.996013,40.760011,1,2012,6,10,1,3,"Morning",3.2306424439723
13.5,-73.990867,40.756212,-73.977907,40.734166,1,2013,6,23,1,13,"Mid-Day",2.6835416311916
9.5,-73.985917,40.734935,-73.964743,40.755822,5,2013,7,10,4,20,"Night",2.9284740774114
15,-73.994265,40.75088,-73.988083,40.737902,1,2014,5,3,7,19,"Night",1.53418848736248
49.15,-73.789193,40.641959,-73.970787,40.79873,1,2009,5,7,5,21,"Night",23.1966798621977
5.3,-73.98594,40.758212,-73.980793,40.765878,1,2009,10,24,7,19,"Night",0.956313261804933
10.5,-73.982592,40.7451,-73.991125,40.732057,1,2011,7,10,1,19,"Night",1.61872242596631
7.3,-73.976345,40.780867,-73.978138,40.763137,2,2011,12,4,1,12,"Mid-Day",1.97725934315021
8.1,-73.958378,40.772867,-73.98063,40.744963,2,2012,7,27,6,21,"Night",3.62489794532198
7,-74.00527,40.718337,-74.005463,40.73814,2,2013,11,3,1,1,"Night",2.20205318837063
9.3,-73.951195,40.785387,-73.974397,40.753365,1,2012,4,26,5,7,"Morning",4.06155376069099
18.5,-74.003332,40.714683,-73.994463,40.750801,1,2012,9,25,3,12,"Mid-Day",4.08507250987939
7.5,-73.977251,40.779467,-73.978223,40.763997,1,2012,12,1,7,14,"Evening",1.72213180436919
52,-73.987712,40.760107,-73.787011,40.647423,1,2014,11,30,1,12,"Mid-Day",21.0529283191069
7,-73.97270203,40.7574234,-73.9746678547242,40.754149520826,1,2015,4,7,3,23,"Night",0.399926811037387
8.5,-73.97758484,40.76353073,-73.95084381,40.77166367,5,2015,5,22,6,21,"Night",2.42679406947622
14.5,-73.989952,40.735212,-73.95371,40.78788,1,2014,11,6,5,6,"Morning",6.60414563739506
11.3,-73.987406,40.72535,-73.948621,40.778071,1,2009,10,4,1,1,"Night",6.71121069210327
5,-73.98531,40.735826,-73.977304,40.746924,1,2013,6,8,7,11,"Mid-Day",1.40634181963242
9.5,-73.969247,40.753882,-73.990238,40.751507,3,2013,8,20,3,18,"Night",1.78776827849119
8,-73.973721,40.784332,-73.95805,40.781975,1,2014,4,17,5,19,"Night",1.34520381044329
18.5,-74.00157928,40.73063278,-74.00006866,40.68735123,6,2015,3,10,3,22,"Night",4.814372853175
8.5,-73.969182,40.790712,-73.9931,40.755297,5,2009,8,1,7,10,"Mid-Day",4.42313947488145
7,-73.976565,40.780433,-73.962012,40.775375,1,2013,6,3,2,16,"Evening",1.34829757497639
3.3,-73.965766,40.76265,-73.961843,40.767961,1,2009,4,28,3,12,"Mid-Day",0.676692232195133
4.1,-73.97386,40.763278,-73.97612,40.758687,1,2009,5,7,5,14,"Evening",0.54482777645831
9.3,-73.979105,40.789065,-73.97238,40.762912,5,2010,1,13,4,8,"Morning",2.96270179087543
45,-74.031268,40.703843,-73.969337,40.55171,1,2012,5,7,2,15,"Evening",17.7054019456348
10,-74.000812,40.731952,-73.972037,40.754315,1,2013,1,13,1,19,"Night",3.47276431794067
5.7,-73.98416,40.758111,-73.993192,40.752949,1,2011,11,13,1,21,"Night",0.953011845756467
5.7,-73.97431,40.791393,-73.982175,40.776197,1,2010,4,17,7,10,"Mid-Day",1.81483969117518
5,-73.949802,40.789782,-73.956055,40.781508,1,2013,1,17,5,5,"Morning",1.06000144121133
4.5,-73.962331,40.767853,-73.966897,40.763886,1,2013,3,27,4,11,"Mid-Day",0.585189090315384
14,-73.99787,40.755825,-73.975137,40.73345,1,2014,2,11,3,18,"Night",3.13970891956657
57.33,-73.971242,40.800218,-73.782449,40.648748,1,2014,6,3,3,9,"Mid-Day",23.1687062326288
10.9,-73.982077,40.771803,-73.983412,40.762352,1,2009,10,22,5,9,"Mid-Day",1.05690004444745
12.9,-73.984691,40.759012,-74.010137,40.70976,1,2010,10,18,2,10,"Mid-Day",5.88129362284578
6.5,-73.982987,40.759127,-73.975548,40.751888,5,2009,11,20,6,9,"Mid-Day",1.02007035617499
6.1,-73.973658,40.759922,-73.962273,40.776038,1,2011,8,23,3,16,"Evening",2.03238573326493
25.3,-73.990995,40.700013,-73.96423,40.794668,1,2011,3,12,7,5,"Morning",10.7639485942593
13.7,-74.00527,40.749027,-73.956165,40.78813,6,2012,1,27,6,9,"Mid-Day",6.00053824911951
8,-73.995163,40.739348,-73.981053,40.758238,1,2014,7,11,6,21,"Night",2.41345799417699
13.7,-73.980372,40.758795,-73.953998,40.77946,1,2009,10,15,5,14,"Evening",3.19579266019776
12.5,-73.982102,40.763281,-73.947289,40.781853,1,2012,11,6,3,23,"Night",3.58590785172514
8.5,-73.980133,40.780615,-73.954759,40.784127,1,2012,11,15,5,12,"Mid-Day",2.17179685390599
16.5,-73.980747,40.750243,-74.012541,40.70164,2,2013,4,14,1,10,"Mid-Day",6.03206360974218
4.5,-73.980248,40.742703,-73.974835,40.747655,1,2013,6,15,7,23,"Night",0.71494513085136
5,-73.982287,40.762515,-73.978478,40.7583,5,2013,12,17,3,6,"Morning",0.567966705233697
5.3,-73.928211,40.86516,-73.935785,40.850214,1,2010,12,31,6,21,"Night",1.77980868690321
4.5,-73.972459,40.795821,-73.972813,40.786724,1,2011,9,10,7,9,"Mid-Day",1.01197915151097
6,-73.97938538,40.7635231,-73.97763062,40.75525284,1,2015,2,22,1,12,"Mid-Day",0.931411736038964
9.5,-73.97275,40.74364,-73.99025,40.73708,5,2014,7,7,2,18,"Night",1.64494422740149
7.3,-73.971867,40.763951,-73.951193,40.769241,1,2010,5,3,2,18,"Night",1.83776896369979
9.5,-73.952588,40.776843,-73.97277,40.755652,1,2014,10,15,4,20,"Night",2.90536651133441
21.5,-73.96704865,40.76914978,-74.01091766,40.70314026,1,2015,3,17,3,7,"Morning",8.21804266745829
5.3,-73.99291,40.748244,-73.990446,40.737392,1,2009,7,10,6,11,"Mid-Day",1.22441217883882
2.5,-73.983574,40.75296,-73.983467,40.752849,1,2009,7,26,1,5,"Morning",0.0152831595642804
10.5,-73.982568,40.739613,-73.95387,40.775003,1,2012,5,24,5,20,"Night",4.61827461616261
13.3,-73.872653,40.774423,-73.9272,40.743824,1,2012,8,26,1,18,"Night",5.71698943347738
6,-73.992935,40.76301,-73.991044,40.757974,1,2013,3,21,5,9,"Mid-Day",0.582186556522352
9.5,-73.977515,40.742372,-73.951515,40.766447,1,2013,12,29,1,22,"Night",3.45870515480011
13.5,-73.9944,40.75072,-73.97795,40.75427,1,2014,9,4,5,13,"Mid-Day",1.44078289024912
9,-73.97223663,40.74961472,-73.97931671,40.72754669,1,2015,3,17,3,18,"Night",2.52531550181184
18.5,-73.994279,40.75087,-74.004179,40.705822,3,2013,8,10,7,11,"Mid-Day",5.07809994980914
45,-73.781128,40.647679,-74.002948,40.736248,1,2009,1,21,4,21,"Night",21.1364537915301
4.5,-73.997487,40.736237,-73.989408,40.743953,1,2010,12,8,4,11,"Mid-Day",1.09518091880817
30.1,-73.9787,40.750813,-73.812481,40.725035,2,2011,5,25,4,1,"Night",14.2947259722339
7,-73.954428,40.77864,-73.951712,40.769585,2,2013,11,19,3,17,"Evening",1.03251810544591
9,-73.98223114,40.76791763,-73.97649384,40.74964905,1,2015,5,1,6,20,"Night",2.08805900745791
18,-73.95336151,40.77592468,-73.92391205,40.758358,1,2015,6,7,1,18,"Night",3.15696151112709
52,-73.980832,40.755965,-73.783108,40.643898,5,2012,12,9,1,17,"Evening",20.8114136753419
6.1,-74.001695,40.741013,-73.984966,40.764401,1,2010,7,25,1,3,"Morning",2.95786470104762
9.3,-74.008797,40.717975,-73.987781,40.744056,1,2010,8,5,5,21,"Night",3.39798498747584
6.5,-73.984593,40.774057,-73.96603,40.76623,2,2010,11,29,2,16,"Evening",1.78917108543733
6,-73.981057,40.747562,-73.97653,40.757152,1,2013,9,21,7,14,"Evening",1.13249024213872
4,-73.978589,40.723895,-73.983724,40.71892,1,2014,1,24,6,14,"Evening",0.702347915966913
13.7,-74.000113,40.733058,-73.96107,40.719011,1,2010,11,20,7,4,"Morning",3.64200940386322
9,-73.952395,40.772907,-73.963357,40.75354,2,2012,12,2,1,13,"Mid-Day",2.34306674242823
14.9,-73.948662,40.781706,-73.911753,40.743319,2,2010,11,12,6,3,"Morning",5.28039294627881
24.9,-73.78923,40.646622,-73.725032,40.61414,2,2011,5,19,5,13,"Mid-Day",6.5111902259924
5.3,-73.996276,40.738248,-73.983273,40.744339,1,2012,1,7,7,12,"Mid-Day",1.28794427380615
11.3,-74.002153,40.740082,-73.971108,40.758222,1,2012,1,12,5,12,"Mid-Day",3.30269235898812
16.1,-73.77662,40.645365,-73.855155,40.673997,3,2012,4,24,3,8,"Morning",7.34989470964787
6.5,-73.971967,40.782172,-73.953255,40.773375,1,2013,11,24,1,23,"Night",1.85454244435527
18.5,-73.95337,40.767939,-74.011346,40.702504,1,2009,6,9,3,7,"Morning",8.76369388538163
12.5,-73.993278,40.730093,-73.986777,40.771552,3,2009,12,25,6,2,"Night",4.64244213685387
7.7,-73.986851,40.75943,-73.989347,40.740665,1,2012,1,19,5,21,"Night",2.09713942739731
13,-73.959972,40.766449,-73.995513,40.7308,1,2014,12,15,2,23,"Night",4.96758417628919
50.1,-74.005602,40.715245,-74.162477,40.606746,1,2011,6,17,6,23,"Night",17.9066911389255
5.3,-73.9644,40.7675,-73.9816,40.774,2,2012,1,15,1,12,"Mid-Day",1.61874761048508
4.1,-74.005645,40.750907,-73.997329,40.747314,1,2012,7,27,6,15,"Evening",0.806447535127502
25.5,-73.944496,40.794664,-73.988775,40.741302,1,2014,7,9,4,8,"Morning",7.0080233660596
16.1,-73.990156,40.728715,-73.988324,40.666648,3,2012,6,25,2,23,"Night",6.90326339064896
18,-73.963555,40.763548,-74.00613,40.734659,1,2013,3,9,7,20,"Night",4.81472687376225
12,-73.98576,40.756365,-73.994317,40.724772,1,2014,5,6,3,8,"Morning",3.58619094925692
6.5,-73.95262146,40.81066132,-73.93906403,40.82671738,2,2015,5,2,7,10,"Mid-Day",2.11873760093346
12,-74.016099,40.711322,-73.996372,40.73766,2,2014,1,10,6,20,"Night",3.36757133188956
5,-73.973315,40.76391,-73.981882,40.752989,1,2014,9,1,2,20,"Night",1.41256252819769
6.5,-73.982833,40.754775,-73.976801,40.739237,1,2009,10,14,4,17,"Evening",1.80092142327007
5.7,-73.974915,40.757167,-73.991144,40.75635,1,2011,8,15,2,21,"Night",1.36996498012762
6,-73.999223,40.734267,-74.006449,40.741467,1,2012,12,21,6,13,"Mid-Day",1.00579122959087
4.5,-73.995677,40.73934,-74.006025,40.733178,2,2010,12,22,4,8,"Morning",1.10888713966795
13.3,-73.985224,40.763859,-74.004884,40.723285,1,2012,4,24,3,14,"Evening",4.80603389209656
14,-73.984873,40.769287,-73.98403,40.74408,2,2013,3,26,3,15,"Evening",2.80378974793188
11,-73.99548,40.759292,-73.965252,40.75833,1,2013,8,13,3,7,"Morning",2.54823632839091
12,-73.982675,40.773216,-73.947917,40.77621,1,2014,4,3,5,22,"Night",2.94570777327101
4.9,-73.976825,40.748829,-73.986259,40.73736,1,2010,6,14,2,19,"Night",1.50268040607182
6.5,-74.005525,40.739587,-73.992062,40.725533,1,2011,6,13,2,0,"Night",1.93105306001855
6.5,-74.003299,40.727089,-73.991785,40.735042,1,2011,12,21,4,10,"Mid-Day",1.31274708833561
8.5,-73.969194,40.800859,-73.980002,40.77084,1,2012,6,27,4,6,"Morning",3.45976633488096
35.3,-73.967236,40.766534,-73.864372,40.769963,1,2013,1,29,3,5,"Morning",8.67100241694911
9.5,-73.981947,40.76911,-73.97067,40.75751,1,2013,1,29,3,8,"Morning",1.60180396526351
11,-73.984753,40.728302,-73.977932,40.748242,1,2014,5,8,5,17,"Evening",2.29049277065475
6.5,-73.97504,40.757095,-73.967028,40.748943,1,2011,7,27,4,12,"Mid-Day",1.13010337792883
9.5,-73.97353363,40.76311874,-73.99166107,40.74425125,6,2015,6,22,2,12,"Mid-Day",2.59479668821488
7.3,-73.992052,40.749318,-73.978845,40.740848,5,2009,12,6,1,11,"Mid-Day",1.45770969888276
16.5,-73.87084198,40.77370071,-73.84664154,40.72417831,1,2015,4,24,6,16,"Evening",5.87188447072082
6.5,-73.9822998,40.76298904,-73.98999786,40.75183868,1,2015,5,26,3,13,"Mid-Day",1.39916894757659
8.1,-73.980853,40.742474,-73.957497,40.774606,1,2009,7,11,7,2,"Night",4.07867411765911
16.1,-73.954797,40.78312,-73.995353,40.740115,2,2010,11,16,3,8,"Morning",5.87657795996345
6.9,-73.952204,40.786505,-73.960062,40.770872,1,2012,1,13,6,11,"Mid-Day",1.85997462438075
19,-73.95619965,40.76771164,-73.9987793,40.72143936,1,2015,4,22,4,22,"Night",6.27221983322993
26.9,-73.979273,40.755768,-73.816165,40.711323,1,2009,6,13,7,4,"Morning",14.6047643364027
5.7,-73.989505,40.722829,-73.987217,40.715053,2,2009,10,23,6,22,"Night",0.885891741588066
16.1,-73.97943,40.682567,-73.974538,40.732622,1,2012,1,17,3,19,"Night",5.58111588323419
10.1,-74.00055,40.74225,-73.98738,40.722515,1,2012,1,17,3,19,"Night",2.45905790524127
26,-73.994336,40.736242,-73.983414,40.781515,2,2013,7,24,4,10,"Mid-Day",5.11748889033703
5,-73.962893,40.766498,-73.970161,40.75977,1,2013,9,5,5,15,"Evening",0.966627728651008
21.5,-73.98329926,40.76721954,-74.00898743,40.71691132,1,2015,5,2,7,16,"Evening",5.99805339997507
9.7,-73.980533,40.782904,-73.954627,40.805806,4,2009,8,17,2,19,"Night",3.35275678883976
4.1,-73.984642,40.761899,-73.977182,40.764339,1,2011,3,20,1,12,"Mid-Day",0.684365814235397
13.5,-73.862753,40.769053,-73.917533,40.779847,1,2014,1,27,2,0,"Night",4.76641797633682
4.5,-73.966392,40.762345,-73.971482,40.760722,1,2014,9,20,7,12,"Mid-Day",0.465131865611783
19,-74.00915527,40.70321274,-74.00695038,40.73759079,1,2015,2,13,6,10,"Mid-Day",3.8271782894784
6.5,-73.991047,40.765742,-73.977305,40.756022,2,2011,1,18,3,6,"Morning",1.58358348272837
6.1,-73.970145,40.756247,-73.956108,40.775837,1,2011,4,20,4,21,"Night",2.47841046097238
4.9,-74.005055,40.746548,-73.994692,40.750594,1,2011,5,14,7,15,"Evening",0.982081035404668
8.9,-74.004387,40.742432,-73.979197,40.746127,1,2012,4,13,6,1,"Night",2.16153022286958
52,-73.78693,40.641452,-74.012186,40.707724,1,2012,10,15,2,23,"Night",20.3757127989572
11,-73.999937,40.743252,-73.98853,40.722842,1,2013,10,9,4,20,"Night",2.46462357710082
19,-73.974542,40.751015,-73.975962,40.780547,6,2014,12,9,3,18,"Night",3.28598542334773
7.3,-73.985515,40.741121,-74.003226,40.726884,1,2012,7,24,3,20,"Night",2.17556201581094
8.5,-73.974365,40.783378,-73.999605,40.761278,2,2010,1,28,5,22,"Night",3.24905180615573
16.1,-74.017288,40.708546,-73.99161,40.726395,1,2009,8,1,7,0,"Night",2.93640226530322
7.3,-74.001292,40.731337,-73.982615,40.745562,1,2011,12,12,2,10,"Mid-Day",2.23115754376815
6.5,-73.970938,40.796026,-73.981828,40.779708,1,2014,2,2,1,11,"Mid-Day",2.03295273808636
19,-73.994937,40.739982,-73.982085,40.779622,1,2014,10,11,7,12,"Mid-Day",4.53873625914724
6.9,-73.954174,40.787325,-73.970693,40.788383,1,2010,4,23,6,23,"Night",1.39569187687633
18.5,-73.99497,40.725062,-73.958712,40.778127,2,2013,1,18,6,19,"Night",6.64415266623873
10.9,-73.991058,40.730205,-73.968912,40.758975,2,2010,8,25,4,12,"Mid-Day",3.70335459195409
6.9,-73.990547,40.730618,-73.974735,40.744263,2,2012,4,22,1,9,"Mid-Day",2.01912199118535
12.5,-73.96906,40.79843,-73.95414,40.76726,5,2014,7,27,1,21,"Night",3.68657305714606
12,-74.002938,40.723424,-73.984011,40.743397,2,2014,8,20,4,12,"Mid-Day",2.73416080225465
4.9,-73.98231,40.770955,-73.985505,40.763382,3,2011,10,12,4,19,"Night",0.884022305641817
17.7,-73.9585,40.7809,-73.9937,40.7431,1,2011,6,2,5,13,"Mid-Day",5.14350055213895
7,-73.993051,40.728517,-74.003211,40.734979,1,2013,9,8,1,20,"Night",1.11767010573997
6.1,-73.950997,40.777652,-73.966958,40.769082,1,2009,2,20,6,1,"Night",1.64758608239023
9.7,-73.999507,40.725312,-73.982382,40.759327,1,2010,10,5,3,7,"Morning",4.04811481285868
4.5,-73.994598,40.742908,-73.993937,40.744665,1,2009,10,8,5,10,"Mid-Day",0.203150631936332
13.3,-73.961422,40.773362,-73.965325,40.7614,5,2010,2,25,5,16,"Evening",1.37012454920563
16.1,-74.002575,40.749483,-73.961815,40.713743,5,2010,7,6,3,23,"Night",5.25253006685938
7.7,-73.98405,40.727157,-74.004422,40.743012,1,2012,6,15,6,1,"Night",2.46057281090732
5.5,-73.983507,40.718592,-73.986985,40.725962,2,2014,5,4,1,20,"Night",0.870343917519788
6.1,-73.9847262,40.7525793,-73.9858356,40.7580923,1,2009,10,10,7,20,"Night",0.620098918002192
7.3,-73.970243,40.750715,-73.98573,40.764357,1,2011,7,23,7,20,"Night",2.00065099678452
22.5,-73.97782135,40.78692627,-73.98757172,40.73277664,1,2015,1,19,2,18,"Night",6.07690926112988
33.3,-73.865702,40.771325,-74.00697,40.734855,1,2012,9,3,2,14,"Evening",12.5715229535498
35.83,-73.87075043,40.77363586,-73.97523499,40.75547409,2,2015,2,9,2,9,"Mid-Day",9.02834132895238
4.9,-73.970018,40.753368,-73.962542,40.767027,2,2010,12,14,3,23,"Night",1.64416018632306
8.5,-73.957307,40.774245,-73.973877,40.764317,3,2014,4,25,6,17,"Evening",1.77928521101162
5.7,-73.991366,40.74994,-73.988285,40.735668,2,2009,12,26,7,23,"Night",1.60806083339723
16.1,-74.01112,40.71622,-73.981022,40.738787,3,2010,4,10,7,18,"Night",3.56780757569453
7.7,-73.98042,40.775567,-73.968567,40.800742,2,2010,6,7,2,17,"Evening",2.9718766325127
11,-73.987998,40.732118,-73.989036,40.75622,2,2014,3,15,7,20,"Night",2.6814463763307
7.7,-73.982591,40.762871,-73.988699,40.777738,1,2011,1,28,6,20,"Night",1.73130770721838
12.1,-73.955567,40.782638,-73.990124,40.751563,1,2011,6,14,3,19,"Night",4.51765179416286
32,-74.007827,40.740412,-73.98308,40.686215,1,2013,11,9,7,18,"Night",6.37717182862691
11.7,-74.010448,40.711932,-73.962458,40.71,5,2011,6,13,2,19,"Night",4.05062490620831
7.7,-73.981177,40.767941,-73.961981,40.779507,1,2012,6,5,3,11,"Mid-Day",2.06564601230741
13.7,-73.972092,40.753557,-73.907644,40.738359,3,2010,8,8,1,3,"Morning",5.68619119438879
18,-73.984628,40.754036,-73.955328,40.779341,4,2014,3,20,5,17,"Evening",3.7424768763446
9.7,-74.005953,40.73577,-73.972595,40.755732,2,2011,9,2,6,19,"Night",3.58106196533263
10,-74.001813,40.715349,-73.991516,40.698841,1,2014,12,1,2,9,"Mid-Day",2.03046523609922
4.9,-73.952317,40.777283,-73.967872,40.78484,5,2009,12,13,1,22,"Night",1.55609088440194
8.9,-73.95434,40.785028,-73.97065,40.767465,4,2012,3,6,3,14,"Evening",2.38747270930838
6.5,-73.98204,40.775302,-73.983325,40.760972,1,2014,1,13,2,7,"Morning",1.59709373706043
7.7,-73.97847,40.74502,-73.959115,40.764083,1,2009,10,5,2,20,"Night",2.6741453497778
18.9,-73.9876626502979,40.743704498762,-73.976985547068,40.7580524935828,1,2011,11,2,4,19,"Night",1.8314741753594
10.5,-73.99492,40.734305,-73.993263,40.69695,1,2012,7,24,3,20,"Night",4.156033506079
10,-73.978445,40.75079,-73.978495,40.77233,1,2013,5,20,2,20,"Night",2.39514242193398
12.9,-73.874517,40.774121,-73.936004,40.754402,4,2011,5,24,3,16,"Evening",5.62347556924218
6.1,-73.97406,40.761854,-73.98013,40.745731,1,2012,5,21,2,21,"Night",1.86427895892442
5.3,-73.9860729,40.7487428,-73.9829168,40.7459255,1,2010,12,6,2,17,"Evening",0.410884191381889
16.1,-73.993939,40.746421,-73.952058,40.697261,1,2010,4,17,7,9,"Mid-Day",6.5067535037036
25.7,-73.992094,40.717608,-73.921379,40.776653,2,2011,1,7,6,22,"Night",8.8652647803804
7.3,-73.992244,40.724151,-73.992749,40.743071,1,2009,6,13,7,0,"Night",2.10423826717475
6.5,-73.99159,40.73543,-73.986163,40.747543,2,2011,3,19,7,17,"Evening",1.42239099854031
28.1,-73.978002,40.75321,-73.87253,40.774332,1,2011,4,15,6,11,"Mid-Day",9.18809680527584
6.5,-73.98262024,40.74723434,-73.97906494,40.73700714,1,2015,1,16,6,7,"Morning",1.1759965407325
14.9,-73.963082,40.809682,-73.985157,40.761558,1,2011,2,3,5,13,"Mid-Day",5.66470945958109
9.5,-73.987353,40.744837,-73.988185,40.722682,1,2014,12,18,5,17,"Evening",2.46452082635834
6.1,-73.954866,40.778304,-73.970761,40.788576,1,2012,8,28,3,17,"Evening",1.75943175749934
45,-73.9819,40.683557,-73.789082,40.641747,1,2010,3,2,3,19,"Night",16.9152249746875
19.7,-73.964909,40.761022,-73.870937,40.774123,1,2010,12,4,7,4,"Morning",8.04682451666098
6.1,-73.9779527,40.7614884,-73.9849444,40.7554075,1,2012,2,3,6,12,"Mid-Day",0.896653842566358
15,-73.98752,40.722607,-73.979157,40.76216,2,2014,5,26,2,17,"Evening",4.45416919861459
5,-74.004909,40.722811,-74.008071,40.730538,1,2014,9,2,3,21,"Night",0.899570349082796
24.5,-74.004483,40.719012,-73.939632,40.813592,2,2011,6,22,4,22,"Night",11.8503927066604
49.8,-73.974187,40.74895,-73.782312,40.64879,1,2012,3,6,3,17,"Evening",19.6388541279676
16.5,-73.991807,40.749738,-73.955338,40.782758,1,2013,12,23,2,22,"Night",4.78685265790235
15,-73.95329285,40.76763153,-73.99482727,40.75038147,6,2015,1,21,4,7,"Morning",3.98962678294921
10.5,-73.961593,40.806103,-73.988352,40.76905,1,2012,6,27,4,14,"Evening",4.69579918662
5.5,-73.972163,40.786587,-73.959247,40.779995,1,2013,8,5,2,18,"Night",1.31143621873023
7,-73.95957,40.77681,-73.969378,40.758443,1,2014,5,2,6,6,"Morning",2.20302168523884
6,-73.982483,40.751965,-73.976616,40.765776,1,2014,8,10,1,8,"Morning",1.61325874424051
5.3,-73.989323,40.734255,-73.982495,40.727448,1,2009,1,16,6,20,"Night",0.950745913733248
6.1,-73.986288,40.747489,-74.000136,40.730374,1,2009,5,23,7,3,"Morning",2.23226661816852
13.7,-74.006077,40.748722,-73.96627,40.7898,2,2012,4,2,2,18,"Night",5.66579658975736
7.7,-73.950808,40.831861,-73.987036,40.776786,1,2009,9,8,3,20,"Night",6.84120502699145
5.5,-73.987851,40.728525,-73.983034,40.738936,1,2013,4,27,7,23,"Night",1.22673773064311
5.7,-74.001412,40.741372,-73.984807,40.735857,1,2012,4,1,1,6,"Morning",1.52750375222004
6.5,-73.98796,40.754442,-73.982478,40.745334,1,2014,10,10,6,8,"Morning",1.11307672365225
9,-73.961464,40.768445,-73.978227,40.786575,1,2014,12,1,2,17,"Evening",2.46097665852704
7.3,-73.983434,40.767079,-74.004565,40.742037,1,2009,2,1,1,15,"Evening",3.30480238681645
49.8,-73.781308,40.645056,-74.000616,40.744639,2,2012,3,31,7,1,"Night",21.5514698011405
6.5,-73.97245026,40.74934006,-73.98844147,40.75183868,6,2015,2,1,1,8,"Morning",1.37539953358549
25.7,-73.977375,40.746282,-73.84264,40.71941,1,2012,5,17,5,22,"Night",11.7392921518537
